KEGG_KO	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
K00962	13322	1435	27871	5012	2390	4603	217
K00963	9260	2466	17961	2685	1000	2565	174
K00965	12304	639	25804	3827	1580	4663	239
K00966	867	78	2067	100	18	104	0
K00967	84	0	125	22	3	29	0
K00968	40	0	54	28	5	27	0
K00969	4386	452	8725	996	530	1009	107
K00970	7782	700	16581	3125	1313	3174	102
K00971	5369	384	12359	1343	540	1747	74
K00972	5	35	0	0	0	36	0
K00973	2459	210	3698	652	333	1061	49
K00974	10215	2576	21177	3489	1385	3474	193
K00975	49	84	28	710	488	1348	0
K00976	0	0	0	0	0	3	0
K00978	22	4	25	0	16	0	0
K00979	2269	48	5034	357	248	249	22
K00980	507	191	1014	60	11	72	24
K00981	5901	1197	11857	1341	592	1109	98
K00982	13737	890	30011	4228	1875	4172	182
K00983	33	8	119	4	4	0	0
K00986	232	30	1600	31	15	6	2
K00987	18	0	60	2	2	45	0
K00988	0	0	0	7	0	14	0
K00989	3880	311	9020	1374	658	1565	73
K00990	6355	258	12841	1194	553	852	113
K00991	3721	127	7377	583	223	195	28
K00992	879	86	2163	64	24	61	0
K00993	45	1	58	12	4	53	0
K00994	44	1	58	5	0	18	0
K00995	6762	1649	14701	2190	942	1993	109
K00996	32	15	96	13	7	26	4
K00997	2948	1057	5541	591	285	606	63
K00998	480	2	1164	136	121	211	16
K00999	1194	238	2767	696	300	680	16
K01000	6648	2256	13689	1491	706	1762	119
K01001	2	0	6	10	0	61	0
K01002	919	0	2014	315	92	198	22
K01004	539	4	1688	29	12	2	4
K01006	5039	286	15806	274	73	41	54
K01007	1449	59	3502	159	72	133	37
K01008	1443	15	2590	66	10	22	4
K01011	884	66	2632	90	27	41	21
K01012	1486	113	2585	94	66	24	21
K01014	4	0	0	0	0	0	0
K01016	0	21	4	0	0	0	0
K01017	0	4	0	0	0	0	0
K01021	0	1	0	0	0	0	0
K01023	0	0	0	0	0	8	0
K01025	0	21	0	0	0	0	0
K01026	521	0	1165	83	29	30	26
K01027	62	19	173	7	4	42	0
K01028	1055	19	2015	82	39	149	8
K01029	1095	26	1998	123	50	94	43
K01031	457	18	79	12	4	2	16
K01032	403	12	87	6	0	8	4
K01034	895	6	1210	64	39	127	8
K01035	883	17	931	111	50	88	42
K01039	4	0	0	0	0	0	0
K01040	2	0	0	0	0	0	0
K01042	3249	62	6262	259	129	166	36
K01044	12	1	22	2	0	0	0
K01046	307	217	519	29	0	7	0
K01047	2	80	0	0	0	0	0
K01048	3701	264	6701	806	236	687	68
K01049	18	5	20	14	3	0	0
K01050	16	17	12	0	3	0	0
K01051	116	0	10	9	0	10	0
K01052	19	40	3	4	0	4	0
K01053	12	64	10	0	1	21	0
K01054	15	0	4	1	0	12	0
K01055	430	28	163	6	0	4	4
K01056	3863	1496	8217	990	521	839	95
K01057	4100	265	7604	1523	523	1099	56
K01058	12	0	1	93	72	67	0
K01060	0	44	0	0	0	0	0
K01061	321	73	126	23	4	31	8
K01062	4	2	12	0	0	0	0
K01063	0	0	8	0	0	0	0
K01064	0	6	0	0	0	0	0
K01065	0	10	0	0	0	0	0
K01066	237	65	380	17	13	109	4
K01067	1854	5	2809	130	34	107	8
K01068	2	0	2	6	0	0	0
K01069	2986	112	6012	406	294	279	43
K01070	986	43	850	101	55	194	12
K01071	1609	1160	2512	145	26	89	37
K01073	38	16	19	4	0	2	0
K01074	11	0	11	3	0	0	0
K01075	298	26	623	32	23	23	2
K01077	43	88	23	6	16	79	0
K01078	0	0	0	50	14	95	0
K01079	2719	37	6220	301	142	259	40
K01080	0	28	3	0	0	0	0
K01081	3726	3460	7924	368	138	489	158
K01082	252	59	599	45	0	101	0
K01083	8	1	0	12	0	32	0
K01085	1393	34	2468	120	99	106	29
K01086	0	4	0	0	0	0	0
K01087	18	68	6	20	15	53	2
K01089	3230	58	7490	891	431	912	25
K01090	1598	43	2036	225	67	60	12
K01091	5078	162	11686	917	322	562	52
K01092	8724	1350	18670	1435	602	1418	159
K01093	628	28	1206	23	17	14	14
K01094	0	0	2	0	0	2	0
K01095	841	8	1139	185	78	144	12
K01096	306	4	588	98	58	98	19
K01098	0	0	0	6	0	20	0
K01099	2	9	1	0	2	4	0
K01100	0	0	8	0	0	0	0
K01101	2195	1612	3941	198	59	206	82
K01102	8	0	0	18	0	69	0
K01103	6	0	4	0	2	4	0
K01104	22326	756	44141	3515	1128	2565	371
K01106	34	0	22	4	0	0	0
K01107	2	0	0	0	0	0	0
K01109	0	2	0	0	0	0	0
K01110	0	0	8	0	0	10	0
K01111	0	16	0	0	4	10	0
K01113	62	115	305	15	5	1	0
K01114	0	23	16	0	2	34	0
K01115	212	11	37	32	4	84	0
K01116	6	7	0	0	0	0	0
K01117	0	0	0	3	14	15	0
K01118	27	0	0	2	4	4	0
K01119	5708	1738	11416	1223	431	789	153
K01120	16	20	9	1	0	27	0
K01121	9	0	23	0	0	0	0
K01122	0	4	0	0	0	0	0
K01124	0	1	0	0	0	0	0
K01126	7747	1539	13673	1055	283	874	134
K01127	0	0	0	6	0	19	4
K01128	1	0	0	0	0	0	0
K01129	5953	432	13106	2023	1010	2158	92
K01130	55	114	10	22	0	28	0
K01131	0	3	0	0	0	0	0
K01132	2	0	0	0	0	0	0
K01133	12	2	0	4	4	4	4
K01135	2	12	1	0	0	0	0
K01136	8	124	0	0	1	0	1
K01138	16	2	2	6	0	0	4
K01139	10465	940	23612	3505	1576	3295	206
K01141	653	3	2287	214	112	137	3
K01142	7318	2119	15129	1810	709	1721	169
K01143	15	0	15	0	0	4	0
K01144	1187	3	2973	69	48	41	0
K01146	4	0	0	1	2	0	0
K01147	2184	29	3078	521	248	417	55
K01148	4	4	0	0	0	0	0
K01150	197	0	1626	128	43	50	11
K01151	2088	373	3352	168	127	255	31
K01153	13624	1726	31566	1893	701	1367	252
K01154	2271	676	5100	209	78	85	36
K01155	2525	549	4969	259	51	96	10
K01156	2758	1308	4165	758	366	425	48
K01159	2561	267	6484	1062	360	910	26
K01160	42	0	84	2	20	24	0
K01164	1	16	0	17	0	11	0
K01166	23	8	1	9	8	14	0
K01167	0	23	1	0	0	0	0
K01168	0	16	0	0	0	0	0
K01169	14	0	0	0	0	8	0
K01173	116	12	46	12	4	20	2
K01174	24	8	134	20	9	55	0
K01175	474	45	757	25	32	36	10
K01176	857	411	1042	2592	1036	1192	19
K01177	8	0	0	3	0	0	0
K01178	9	8	0	0	0	20	0
K01179	2691	806	7134	1340	380	542	46
K01180	0	0	0	41	20	162	0
K01181	35	84	14	799	263	497	0
K01182	9699	2603	20391	1060	257	248	259
K01183	81	209	100	51	4	125	0
K01184	628	9	1037	53	4	28	55
K01185	4952	2005	9785	484	169	463	112
K01186	8	161	0	0	4	32	0
K01187	11157	2689	23314	4458	2052	6291	314
K01188	23	0	11	0	0	9	0
K01189	0	2	0	0	0	0	0
K01190	13095	431	24585	1476	315	1732	277
K01191	13977	638	33807	1751	201	299	203
K01192	2981	111	7706	281	42	108	45
K01193	15483	810	31335	3389	1607	4336	360
K01194	333	2	514	10	15	25	0
K01195	5	258	10	0	0	2	2
K01196	16	5	0	28	4	157	0
K01197	8	60	6	0	0	2	0
K01198	4885	116	10645	624	119	846	75
K01200	30	178	5	91	13	122	1
K01201	8341	74	18689	483	129	734	108
K01202	2	0	0	0	0	0	0
K01203	0	3	0	0	0	0	0
K01204	0	2	0	0	0	0	0
K01205	2	0	14	0	0	0	0
K01206	9072	87	21419	834	162	209	128
K01207	7060	347	14313	1292	426	1597	180
K01208	1598	86	5608	177	57	25	55
K01209	8912	146	20041	1125	252	1772	136
K01210	5	34	9	539	353	725	4
K01212	999	369	2522	109	20	18	14
K01213	42	20	20	0	0	0	0
K01214	67	243	20	28	30	55	2
K01215	1911	58	4908	207	52	32	108
K01216	0	14	0	7	0	25	0
K01218	284	6	848	66	7	1	0
K01219	28	5	413	8	0	4	0
K01220	856	2	1981	115	16	56	55
K01222	1014	57	2547	83	10	14	19
K01223	19627	693	37593	3778	843	1997	618
K01224	4	79	43	0	0	8	0
K01225	2	0	0	2	0	0	0
K01226	5790	122	10488	691	229	403	158
K01227	6737	1865	13366	727	170	508	193
K01228	2	12	21	19	5	80	0
K01229	0	2	0	0	0	0	0
K01230	6	32	0	10	4	53	0
K01231	7	4	2	0	0	0	0
K01232	1956	4	5121	255	66	99	96
K01233	0	0	0	4	0	0	0
K01235	163	12	212	6	0	0	8
K01236	14	58	0	4	16	40	4
K01238	0	0	0	0	8	76	0
K01239	15340	4533	30645	3779	1683	3516	338
K01240	8	0	2	0	0	12	0
K01241	17	32	13	0	8	44	0
K01243	5783	1548	11183	1356	553	1304	127
K01246	4028	905	8863	494	124	367	86
K01247	116	31	82	19	2	13	0
K01250	8562	456	16635	1168	412	1514	218
K01251	2589	253	6429	1247	565	1142	21
K01252	350	46	522	28	5	2	2
K01253	4	1	0	1	0	4	0
K01254	3	0	0	5	0	101	0
K01255	4882	171	9603	357	210	369	47
K01256	21062	8012	39430	5373	2200	5362	434
K01257	4	6	4	0	0	0	0
K01258	4486	2493	7630	463	127	453	111
K01259	8253	806	16597	1255	423	1273	185
K01261	10	2207	2	1	2	0	20
K01262	11218	2874	22560	3138	1284	3428	147
K01263	0	8	4	0	0	0	0
K01264	0	0	0	11	0	21	0
K01265	7100	2473	13526	1413	543	1399	195
K01266	4527	74	9274	298	87	86	65
K01267	5	107	648	16	36	65	2
K01268	4	0	0	35	8	84	0
K01269	10	2223	6	1	2	0	20
K01270	1861	4302	2242	535	271	293	52
K01271	6723	3978	14157	1001	276	587	238
K01273	911	45	2257	24	21	11	16
K01274	37	4313	6	0	0	0	20
K01275	0	16	0	0	0	0	0
K01277	44	13	4	8	0	2	0
K01278	6293	820	13775	3043	1462	3447	51
K01279	0	2	0	4	0	4	0
K01280	0	7	0	0	2	0	0
K01281	6188	968	11613	872	185	650	184
K01282	0	0	0	16	0	9	0
K01283	15	75	3	78	88	32	0
K01284	2220	117	5431	124	26	23	19
K01285	7	0	0	0	0	1	0
K01286	4493	2772	8597	275	47	68	60
K01288	4	0	0	41	0	112	1
K01291	2	20	0	8	0	0	0
K01292	0	2	0	0	0	0	0
K01293	0	0	0	85	22	149	0
K01295	19	72	0	42	0	8	0
K01297	712	591	623	113	32	127	14
K01298	1	21	0	0	0	0	0
K01299	11	40	4	0	6	0	0
K01300	0	20	0	0	0	0	0
K01301	14	24	0	40	0	12	0
K01302	1	0	0	0	0	0	0
K01303	54	1705	8	0	0	3	12
K01304	2896	363	7213	1095	310	1042	55
K01305	8	0	4	0	0	0	0
K01306	4	2	4	0	0	0	0
K01307	0	0	0	1	0	0	0
K01310	0	10	4	4	0	0	0
K01312	5	69	2	0	1	0	0
K01315	2	2	0	0	0	0	0
K01316	5	35	1	0	0	0	0
K01317	0	4	0	0	0	0	0
K01319	0	19	0	1	0	0	0
K01322	2431	74	3466	256	146	353	84
K01323	0	13	0	0	0	0	0
K01324	7	17	0	1	1	0	0
K01325	0	0	0	0	4	0	0
K01328	0	4	0	0	0	0	0
K01329	0	19	0	1	0	0	0
K01332	0	24	0	0	0	0	0
K01335	0	24	0	0	0	0	0
K01336	240	0	353	11	6	76	0
K01337	0	1	0	0	0	0	0
K01338	6776	179	15944	893	396	500	94
K01341	0	0	8	22	0	66	0
K01342	2	9	6	0	0	0	0
K01343	0	6	0	0	0	0	0
K01346	0	2	0	0	0	0	0
K01347	4	18	12	2	2	9	0
K01349	4	17	4	7	1	6	0
K01352	0	8	0	0	0	0	0
K01353	0	19	0	1	0	0	0
K01354	8129	533	17331	3220	1071	3093	82
K01355	24	0	0	0	0	0	0
K01356	4936	1769	10335	1479	615	1219	132
K01358	6082	2009	12218	2029	641	1923	118
K01359	4	8	4	7	1	6	0
K01360	0	2	0	0	0	0	0
K01361	7527	1934	14123	7388	3139	2909	161
K01362	1	10	8	12	15	18	0
K01363	1	5	0	0	0	0	0
K01365	9	2	5	0	0	0	0
K01366	9	5	0	0	0	0	0
K01367	1	12	0	0	0	0	0
K01369	2	2	0	0	0	0	0
K01371	3	2	0	0	0	0	0
K01372	9268	2298	18486	2314	1059	2690	296
K01373	2	0	8	0	0	0	2
K01374	8	0	0	0	0	0	0
K01376	2	16	8	0	0	0	0
K01378	0	5	0	0	0	0	0
K01379	37	10	1	5	0	4	0
K01381	25	31	1	38	0	43	0
K01382	11	0	0	0	0	4	0
K01383	0	0	0	27	0	54	0
K01384	1	0	0	0	0	0	0
K01387	0	0	12	0	0	0	0
K01388	6	8	0	0	0	0	0
K01389	5441	508	11734	2539	1000	2768	59
K01390	2	4	0	0	0	0	0
K01392	12	10	2	0	0	0	0
K01393	0	10	0	0	0	0	0
K01394	0	8	0	0	0	0	0
K01395	0	15	0	0	0	0	0
K01396	0	8	0	0	0	0	0
K01397	4	0	8	0	0	0	0
K01400	4	6	0	4	0	0	0
K01402	0	8	0	0	0	0	0
K01404	6	0	0	0	0	0	0
K01405	0	0	2	0	0	23	0
K01406	1036	37	846	596	39	47	6
K01407	1388	28	2981	967	429	592	43
K01408	318	23	215	86	10	63	4
K01409	11732	5094	22837	2829	1178	2120	214
K01410	0	8	1	18	0	30	0
K01411	4	8	0	0	0	0	0
K01412	20	2	7	32	8	90	0
K01413	0	8	0	0	0	0	0
K01414	3924	71	8127	1284	691	885	101
K01415	5472	542	11782	2563	1004	2769	63
K01419	4004	48	8530	715	276	428	77
K01420	898	18	1639	147	68	146	6
K01421	15281	1076	30714	4319	1857	5376	268
K01424	9725	1959	18337	760	293	510	273
K01425	64	109	0	14	12	8	0
K01426	409	289	1028	104	58	65	22
K01427	44	16	48	34	0	0	0
K01428	4221	148	6252	380	124	165	67
K01429	793	4	1128	48	2	6	9
K01430	788	5	1345	82	22	55	2
K01431	9	4	0	6	2	18	0
K01433	1082	58	2228	68	12	12	8
K01434	14	42	0	0	6	16	0
K01435	0	15	4	0	4	0	0
K01436	1744	833	3969	121	36	24	12
K01438	1531	18	2989	565	310	565	34
K01439	15319	6155	26865	3698	1434	4514	332
K01440	0	0	0	18	0	7	0
K01441	0	12	0	0	0	0	0
K01442	4565	26	7901	481	69	720	86
K01443	8441	196	15751	2063	784	2085	258
K01444	7	8	1	0	0	2	2
K01446	0	13	0	0	1	0	0
K01447	8120	121	20169	1124	377	716	198
K01448	5774	1163	10132	3558	1380	1692	117
K01449	0	3	20	0	2	0	0
K01450	605	2	1669	13	0	2	4
K01451	6431	104	13966	502	153	131	73
K01452	693	19	1055	43	25	43	4
K01455	8	32	1	0	0	12	4
K01456	3	2	0	4	0	36	0
K01457	55	14	33	16	12	89	0
K01458	606	25	1225	24	14	25	6
K01459	21	20	0	0	0	0	0
K01460	2444	19	5274	401	133	219	76
K01461	0	0	4	0	0	21	0
K01462	5482	1791	12038	1792	765	1858	108
K01463	2	16	4	0	0	0	1
K01464	19	109	24	10	0	17	2
K01465	13701	3448	27168	2038	702	2126	220
K01466	2331	64	2951	143	34	72	15
K01467	8	0	2	18	12	18	0
K01468	32	56	4	15	12	0	0
K01469	44	52	53	63	20	165	0
K01470	519	16	1747	54	0	8	2
K01473	4	28	12	4	36	42	0
K01474	28	4	2	0	36	18	0
K01476	584	22	1112	56	18	115	1
K01477	36	2	0	9	0	82	0
K01478	753	43	1262	139	65	116	2
K01479	21	16	9	0	4	33	0
K01480	33	16	8	25	18	42	0
K01481	0	3	0	0	0	0	0
K01482	816	9	1948	115	27	74	13
K01483	396	20	749	26	4	118	0
K01484	29	0	2	13	12	19	0
K01485	1957	191	3845	755	288	631	34
K01486	6450	3439	11996	364	54	66	162
K01487	2716	27	5078	413	100	284	45
K01488	4140	145	8241	442	176	319	155
K01489	1445	51	2054	169	50	113	30
K01490	6	12	4	26	1	59	0
K01491	6283	1895	13779	1637	608	1817	142
K01492	0	13	0	0	0	0	0
K01493	1050	1236	2528	151	50	155	24
K01494	4623	250	8757	1213	682	1585	52
K01495	1602	296	3295	150	83	119	27
K01496	1895	491	3850	361	122	433	50
K01497	735	32	1535	168	132	159	20
K01498	1042	6	2699	494	282	392	20
K01501	338	22	350	50	46	46	6
K01502	14	0	20	10	0	0	0
K01505	4	10	355	9	0	4	0
K01507	2765	164	5723	770	415	841	55
K01509	12	17	6	190	17	518	0
K01510	3	2	0	0	0	0	0
K01511	2	0	0	0	0	0	1
K01512	1039	32	1922	194	56	167	27
K01513	4	4	0	0	0	3	0
K01514	36	0	95	4	0	0	0
K01515	5384	1057	10643	655	244	401	159
K01518	382	0	828	26	0	14	4
K01519	6	0	0	16	0	38	0
K01520	4281	1308	8301	961	360	956	65
K01521	0	4	4	0	12	36	0
K01522	1	0	2	0	0	38	0
K01523	1500	521	2523	193	83	133	44
K01524	7466	2613	15145	1628	690	1574	153
K01525	1125	35	1568	138	100	190	16
K01526	0	0	0	4	4	87	0
K01527	0	8	0	0	0	10	0
K01528	64	53	120	23	0	10	2
K01530	215	365	319	213	22	361	7
K01531	8973	155	18591	2017	591	1382	279
K01533	20011	5109	38878	5557	2142	6039	375
K01534	15491	935	30347	2970	955	2698	350
K01535	48	14	133	92	12	299	6
K01536	43	0	80	30	6	108	0
K01537	23783	7732	50873	3743	1030	2008	475
K01539	35	31	185	18	0	3	0
K01540	7	4	1	3	0	0	0
K01541	1	4	0	2	0	1	0
K01544	1	0	0	0	0	0	0
K01546	39	165	8	5	22	14	0
K01547	23	121	13	8	6	8	0
K01548	0	78	0	0	1	1	0
K01551	6	14	2051	51	4	49	1
K01555	481	12	2007	66	6	13	0
K01556	2054	25	2270	214	98	352	58
K01557	2	92	7	0	0	14	0
K01560	6051	333	12915	1565	468	1436	127
K01561	1	0	3	0	0	4	0
K01563	15	616	122	4	6	2	0
K01565	1	4	4	0	0	0	0
K01568	258	141	196	21	41	24	2
K01569	9	7	20	0	0	12	0
K01571	0	54	43	0	0	0	0
K01574	0	0	12	2	0	0	0
K01575	1863	1068	2794	278	27	130	76
K01576	253	1	720	26	4	13	4
K01577	381	1166	664	56	0	320	2
K01578	9	22	0	3	0	23	0
K01579	0	24	0	0	8	20	0
K01580	17	13	145	23	1	132	0
K01581	2344	83	7836	215	56	182	28
K01582	724	90	1828	54	20	77	20
K01583	2	0	0	0	0	4	8
K01584	36	69	2015	26	30	31	0
K01585	764	116	742	57	18	80	20
K01586	12794	3876	26309	2920	1066	2463	329
K01587	14	21	5	0	0	0	0
K01588	3107	1087	6640	395	172	419	42
K01589	6983	1718	14565	862	251	917	120
K01590	358	35	325	42	0	0	11
K01591	6893	2248	14186	1374	482	1520	109
K01593	6	55	6	0	2	2	2
K01594	4	0	1	4	0	0	0
K01595	12260	2990	21345	3658	1474	4507	159
K01596	60	194	0	0	20	8	0
K01597	2533	1380	4902	1461	476	1468	41
K01598	2098	1669	3081	318	46	350	58
K01599	4686	163	10450	490	203	278	82
K01601	22	16	8	4	12	8	0
K01602	0	8	0	0	0	8	0
K01607	6987	677	13250	1447	652	1386	135
K01608	12	4	0	4	8	0	0
K01609	963	1101	2299	833	348	864	21
K01610	2772	48	6503	166	74	192	26
K01611	404	1	608	16	6	40	8
K01612	104	0	189	16	0	4	1
K01613	2101	44	3466	360	160	220	59
K01616	28	186	4	26	8	4	0
K01617	16	8	43	0	0	0	0
K01619	5416	122	10426	655	229	442	116
K01620	4760	107	8692	1153	445	1170	95
K01621	12733	8909	25547	4133	1806	3964	362
K01623	1523	40	3504	89	24	10	0
K01624	10806	569	21627	2021	894	2190	261
K01625	3868	82	8092	324	95	189	86
K01626	9974	578	21747	3252	1841	3763	137
K01627	2591	69	5446	267	122	256	24
K01628	1121	13	2022	130	22	99	25
K01629	1849	89	3491	161	68	98	36
K01630	659	8	1181	23	15	18	18
K01631	3	0	0	0	4	14	0
K01633	1045	93	1607	149	111	72	11
K01634	0	12	0	31	0	63	0
K01635	2582	73	5443	821	304	324	109
K01637	70	48	1310	53	4	184	0
K01638	100	68	717	99	24	153	0
K01639	149	12	345	23	4	0	2
K01640	35	35	4	31	0	50	0
K01641	3252	2385	6009	1156	467	1700	142
K01643	4088	1169	8422	1153	502	958	101
K01644	2508	823	5397	719	278	521	103
K01645	0	3	0	0	0	0	0
K01646	743	367	1360	164	26	88	22
K01647	6373	471	13507	1213	478	1396	97
K01648	12	27	4	57	16	148	0
K01649	10170	1859	21322	3189	1312	3442	165
K01652	13046	5286	28845	3373	1510	3841	259
K01653	2836	241	6319	707	442	933	31
K01654	52	24	106	0	8	0	0
K01655	0	4	0	4	1	78	0
K01656	0	0	0	21	1	82	0
K01657	8802	2895	19201	2774	1302	2972	154
K01658	2081	1141	4717	558	232	657	44
K01659	1027	88	1883	46	8	37	12
K01661	1463	1426	2322	741	350	1192	37
K01662	16112	392	34308	1437	492	793	404
K01663	992	47	2672	326	224	299	8
K01664	1962	645	4470	153	56	144	42
K01665	1024	109	1835	819	278	358	27
K01666	30	0	0	4	0	0	0
K01667	0	62	1	0	0	4	0
K01669	279	281	1249	51	14	22	2
K01671	1238	28	2014	508	258	253	49
K01672	254	246	200	10	3	6	2
K01673	2123	109	3866	780	257	823	61
K01674	501	635	949	269	109	189	14
K01676	85	29	71	24	28	14	10
K01677	0	16	2	0	12	0	0
K01678	6	4	18	4	0	0	0
K01679	7142	1060	13765	601	216	768	199
K01681	12223	536	24352	2700	1277	3245	243
K01682	1456	53	4059	232	139	162	17
K01683	40	0	119	22	0	4	2
K01684	1041	24	2158	114	20	37	24
K01685	5879	98	11834	383	91	88	143
K01686	5051	124	8488	356	93	259	133
K01687	13043	2434	27862	2698	1195	2774	234
K01689	10674	3461	21900	3280	1293	2631	215
K01690	4577	76	9428	323	103	248	86
K01692	1207	175	2019	47	23	25	26
K01693	3735	1023	8004	930	443	1006	35
K01694	4	36	10	9	23	104	0
K01695	4410	1500	9370	1110	525	1040	43
K01696	9318	3093	19367	1396	638	1416	223
K01697	662	53	1010	24	20	59	0
K01698	1840	276	2551	217	145	227	44
K01699	256	0	390	10	4	0	2
K01702	41	0	101	36	12	84	3
K01703	8041	2820	17784	2240	810	2330	156
K01704	3386	849	7008	907	408	877	40
K01705	0	4	0	19	0	102	0
K01706	1872	20	3784	417	38	74	103
K01707	0	8	0	0	0	0	0
K01708	1964	32	4388	145	60	27	68
K01709	6	24	25	4	4	0	0
K01710	5070	636	8981	1747	861	2364	101
K01711	74	70	704	38	8	10	2
K01712	78	258	5	9	8	9	4
K01713	747	10	1614	89	65	25	4
K01714	10303	2081	21914	1936	434	1602	234
K01715	331	44	937	56	12	21	12
K01716	805	22	2396	129	68	107	19
K01719	876	174	1731	220	95	165	22
K01720	28	46	195	7	4	65	0
K01723	12	0	0	0	0	0	2
K01724	2	33	0	0	0	2	0
K01725	46	0	18	0	2	0	0
K01727	84	117	102	14	2	10	4
K01728	433	18	689	39	8	16	16
K01729	6	5	94	19	6	20	0
K01730	492	2	725	36	0	8	14
K01731	682	0	1228	59	2	0	30
K01732	0	14	0	0	0	0	0
K01733	6995	2728	14643	1664	760	1511	138
K01734	315	4	512	26	24	37	8
K01735	6767	1464	14864	2311	896	2103	132
K01736	8659	3165	16475	2227	807	2231	208
K01737	551	18	1184	122	72	133	24
K01738	5957	168	12410	379	149	281	68
K01739	3271	457	5299	413	183	401	53
K01740	9138	2551	19281	1158	317	1443	129
K01744	156	1538	2051	57	40	12	6
K01745	17	142	20	55	23	14	0
K01749	3462	46	7023	295	91	187	52
K01750	2314	48	5775	269	151	168	67
K01751	8	0	0	0	0	0	0
K01752	6910	475	14846	2574	1228	2933	138
K01753	2565	571	4359	133	60	244	67
K01754	7523	1426	17281	1964	988	2376	155
K01755	9060	4085	19206	1856	688	2176	164
K01756	14067	4044	27057	2631	1092	3020	305
K01757	4	0	0	0	0	0	0
K01758	824	14	587	98	32	227	26
K01759	1257	659	2655	110	39	137	9
K01760	3954	3013	6709	861	428	618	84
K01761	561	87	488	83	47	132	0
K01762	3	4	0	0	0	0	0
K01763	0	0	0	2	0	4	0
K01764	8	9	0	16	0	36	0
K01765	1	0	0	0	0	0	0
K01766	1137	25	3105	698	369	470	36
K01768	172	94	558	17	2	25	0
K01769	4	18	6	0	0	0	0
K01770	2700	127	6085	423	134	155	8
K01771	4	0	10	0	0	1	0
K01772	3420	154	8009	567	342	674	64
K01775	10902	3157	22168	3637	1391	3396	194
K01776	6835	1331	13035	1412	692	1396	145
K01777	248	0	443	11	1	4	1
K01778	8163	1605	15944	1382	556	1516	189
K01779	3633	258	8206	1119	425	1220	86
K01781	53	0	198	6	0	2	2
K01782	135	70	12	14	37	44	0
K01783	5856	1542	11758	1285	308	1126	188
K01784	9142	3886	17435	2221	875	2263	219
K01785	6040	1971	13091	1546	647	1849	149
K01788	760	16	1606	30	9	13	4
K01790	1861	139	2668	1296	648	2147	46
K01791	3212	419	6715	460	96	344	94
K01792	780	98	1294	449	170	379	20
K01795	0	0	0	0	0	2	0
K01796	17	10	0	0	16	2	0
K01799	12	8	0	0	4	2	0
K01800	145	1	686	2	1	8	0
K01801	149	1	757	2	1	8	0
K01802	7282	1233	14940	1672	734	1808	64
K01803	9594	2962	19768	2972	1151	2817	146
K01804	6240	135	12344	719	167	1263	168
K01805	4658	70	9566	507	108	1083	89
K01807	5422	2138	11645	1586	712	1391	112
K01808	1485	26	3233	137	18	105	39
K01809	5792	507	11100	1618	552	1299	150
K01810	12208	4257	22831	3297	1578	3344	260
K01811	11902	68	26817	1256	201	1035	183
K01812	5782	163	10637	485	214	970	121
K01813	2061	60	4676	259	56	71	63
K01814	3963	869	8722	798	285	1343	76
K01815	648	0	867	58	25	8	16
K01816	963	37	3422	37	20	28	7
K01817	3205	2933	6705	839	306	1723	80
K01818	14	38	8	0	0	0	0
K01819	2118	4	4604	201	62	113	70
K01820	0	8	0	0	0	16	0
K01821	378	48	712	98	16	77	9
K01822	0	0	0	29	0	6	0
K01823	2443	2157	4855	2298	942	2766	76
K01825	58	12	4	10	16	6	0
K01826	77	1	282	4	0	0	0
K01827	1	0	0	0	0	0	0
K01829	2	13	13	0	0	4	2
K01834	9755	3454	19452	2740	1233	2480	224
K01835	13092	4411	25421	3478	1571	3545	338
K01836	180	8	186	16	4	64	9
K01837	0	2	0	0	0	0	0
K01838	1459	103	3691	274	89	236	39
K01839	4688	143	7804	797	184	759	116
K01840	2038	171	4347	637	304	286	23
K01841	0	2	0	0	9	10	0
K01843	964	19	1490	385	153	149	20
K01844	0	14	0	2	0	0	0
K01845	2097	207	2788	375	246	410	17
K01846	0	2	0	0	0	0	0
K01847	3624	195	7148	188	60	40	22
K01848	11	8	1	0	0	2	0
K01849	0	12	0	0	0	0	0
K01850	0	0	3	41	0	3	0
K01851	539	12	617	48	10	4	21
K01852	0	2	0	8	0	90	0
K01853	0	0	0	2	0	0	0
K01854	3388	3199	7113	1745	957	2062	69
K01855	70	0	112	12	0	16	0
K01856	142	0	612	7	4	12	0
K01857	576	36	167	18	4	288	16
K01858	3167	408	6469	1551	767	1951	48
K01859	0	0	1	0	0	0	0
K01866	11953	3904	23670	3094	1122	2360	285
K01867	9803	3755	19278	2898	1131	2908	168
K01868	13893	5859	28113	3554	1514	3688	288
K01869	21843	6577	45246	5483	2013	4790	545
K01870	23698	8167	49303	7134	3045	6257	656
K01872	21217	7350	41651	5163	2457	4599	449
K01873	21669	7996	47315	6996	2894	6489	588
K01874	16200	6053	33650	4365	1949	4912	434
K01875	11503	4459	22044	2543	897	2733	271
K01876	14511	4695	30010	3887	1486	3494	295
K01878	5062	2580	10922	939	313	628	112
K01879	11019	4254	21789	1778	739	1240	244
K01880	3522	464	7244	2020	745	2162	46
K01881	13517	4364	27387	4603	1747	3654	316
